event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0001952,2024-08-18 23:55:59,CZ,EU-CENTRAL,Prague,CZ-752,50.17015,13.88616,AG-1324,ANALYST,TOP_SECRET,T-024,OP-2024-001952,MIRAGE-561,INSIDER_TRADING,Government,6,MEDIUM,OSINT,SIGINT,78,47,58,41,44,220782,2359,110,N,N,N,N,NEW,P3,N,0,N,aurora-1.0,manual verification pending,34.68,62.69,26.83,30.96,53.07,32.22,52.09,41.08,45.31,41.68,20.75,27.63,27.21,22.54,25.29,17.0,26.16,29.93,20.89,26.04,22.11,30.92,25.29,22.92,23.48,17.49,25.59,20.37,15.41,20.38,82.69,100,87.05,73.96,93.18,96.69,82.58,77.94,100,100,30.51,26.9,0,25.78,26.42,31.38,32.36,28.73,30.64,6.43,45.38,36.45,10.22,19.47,19.61,35.97,26.68,18.16,6.35,18.05
EVT-0001958,2024-03-18 03:27:02,CZ,EU-CENTRAL,Prague,CZ-462,51.1013,14.38665,AG-1984,SENIOR,TOP_SECRET,T-028,OP-2024-001958,SPECTRUM-896,RANSOMWARE,Defense,3,MEDIUM,FININT,OSINT,74,51,52,60,38,248973,2834,103,Y,N,N,N,DISMISSED,P3,N,1,N,aurora-1.1,incomplete metadata,61.26,56.36,49.45,24.99,58.14,43.47,46.73,61.64,65.47,50.58,24.84,22.91,27.51,23.82,29.58,28.99,28.65,24.29,26.98,28.7,24.51,30.43,25.45,23.61,32.49,29.54,23.68,34.44,21.62,34.97,49.92,53.52,72.63,81.95,66.75,55.19,82.89,72.69,77.12,42.25,32.59,22.8,26.31,28.34,0,16.61,81.7,17.62,34.63,8.25,23.83,33.96,53.86,0,16.0,12.62,14.85,15.51,14.96,17.56
EVT-0001960,2024-04-27 01:42:30,CZ,EU-CENTRAL,Prague,CZ-305,50.86893,13.0017,AG-2011,HQ,CONFIDENTIAL,T-009,OP-2024-001960,DEEPBLUE-290,INSIDER_TRADING,Finance,6,MEDIUM,CYBINT,OSINT,45,55,58,44,68,269055,3791,111,Y,N,N,N,NEW,P3,N,1,N,aurora-1.1,pattern matches known cluster,65.24,58.08,37.8,65.23,67.0,54.55,57.47,51.56,62.69,47.68,24.37,15.53,24.74,26.85,27.34,24.93,26.63,31.53,30.21,21.72,30.19,39.74,31.86,33.57,35.87,43.23,45.94,43.91,44.12,31.61,83.99,72.55,83.33,84.04,89.51,86.51,82.38,83.13,96.12,95.39,30.37,0,33.68,14.29,9.76,16.2,45.83,45.53,2.09,27.37,25.32,84.85,25.24,1.13,16.97,0,43.37,8.09,7.62,32.51
EVT-0001970,2024-11-10 17:27:39,CZ,EU-CENTRAL,Prague,CZ-679,51.17238,12.95643,AG-4106,JUNIOR,SECRET,T-003,OP-2024-001970,SPECTRUM-776,CYBER_INTRUSION,Telecom,6,HIGH,FININT,SIGINT,73,72,73,66,80,337520,2677,121,N,N,N,N,CLOSED,P2,Y,3,N,aurora-1.1,manual verification pending,63.57,74.4,48.2,50.04,56.11,78.8,74.46,71.44,75.41,72.35,33.96,33.78,32.38,38.47,30.81,35.96,32.4,29.16,34.67,30.66,23.17,32.99,19.65,19.85,28.69,32.77,26.13,25.34,23.31,23.17,100,100,100,100,100,100,100,100,100,100,46.86,0,51.29,19.71,10.77,34.38,41.0,3.66,24.12,48.27,58.63,82.22,12.9,21.23,48.11,12.15,49.44,40.28,21.93,35.99
EVT-0001975,2024-01-25 20:44:07,CZ,EU-CENTRAL,Prague,CZ-157,49.45222,12.94485,AG-2160,HQ,TOP_SECRET,T-031,OP-2024-001975,PHOENIX-116,CYBER_INTRUSION,Telecom,5,MEDIUM,SIGINT,FININT,62,65,60,77,53,312918,3097,145,N,N,N,N,NEW,P2,Y,3,N,aurora-1.1,pattern matches known cluster,65.22,77.57,57.08,49.48,72.09,61.99,54.55,65.05,63.27,58.89,28.77,30.44,32.97,19.86,30.88,29.18,29.78,32.33,39.75,30.56,36.38,27.52,28.37,34.4,22.98,26.6,36.88,32.25,31.65,23.01,98.81,73.36,86.16,61.2,94.02,78.48,78.27,79.76,71.64,87.64,24.72,42.82,7.46,20.94,59.1,36.2,20.81,2.51,33.07,40.69,56.2,62.57,19.37,22.16,9.22,76.88,33.12,65.08,49.55,27.64
EVT-0001986,2024-09-21 04:27:07,CZ,EU-CENTRAL,Prague,CZ-782,50.85913,13.46302,AG-9801,JUNIOR,SECRET,T-020,OP-2024-001986,SPECTRUM-374,RANSOMWARE,Logistics,7,LOW,FININT,CYBINT,28,32,40,40,13,185412,1820,61,Y,Y,Y,N,DISMISSED,P3,N,1,Y,aurora-1.0,manual verification pending,31.17,37.76,49.1,32.06,38.51,22.41,31.81,31.4,32.65,31.14,16.39,6.88,18.25,10.37,15.74,18.6,20.05,10.94,20.37,22.76,24.35,18.06,15.44,16.08,19.96,15.57,22.36,21.31,16.8,20.17,100,90.65,85.83,100,97.29,92.8,92.94,89.63,100,88.67,3.37,53.51,6.0,0.17,0,14.93,12.56,0.47,0,28.87,0,26.82,13.24,22.69,47.54,23.86,38.47,8.15,32.8,12.65
EVT-0001988,2024-11-14 02:58:59,CZ,EU-CENTRAL,Prague,CZ-657,49.30894,13.8845,AG-4822,ANALYST,SECRET,T-027,OP-2024-001988,AURORA-333,RANSOMWARE,Telecom,4,HIGH,CYBINT,OSINT,91,80,83,81,75,419313,3963,148,Y,Y,Y,N,CONFIRMED,P2,N,3,N,aurora-2.0,possible duplicate event,92.24,60.58,82.11,79.82,85.74,70.15,74.35,65.11,80.92,76.78,42.31,41.34,48.56,46.06,39.49,34.52,40.01,42.75,41.93,42.53,33.01,38.12,33.05,39.4,40.51,42.03,31.98,40.26,46.81,35.33,100,100,100,100,100,100,100,100,100,88.25,53.41,49.23,23.97,63.2,26.28,46.06,37.58,29.7,50.3,72.32,42.03,0,65.59,34.18,30.76,54.19,30.88,3.45,55.46,14.94
EVT-0001997,2024-11-27 13:43:30,CZ,EU-CENTRAL,Prague,CZ-609,50.08778,13.44376,AG-8651,ANALYST,CONFIDENTIAL,T-015,OP-2024-001997,NIGHTFALL-567,RANSOMWARE,Telecom,10,CRITICAL,FININT,CYBINT,52,70,66,82,58,362103,3584,140,Y,Y,N,N,CONFIRMED,P1,Y,0,N,aurora-1.1,cross-border activity detected,78.11,81.37,75.88,69.72,68.34,93.56,64.99,68.51,77.59,66.97,41.39,31.56,37.43,38.55,28.64,34.11,25.51,34.43,40.47,32.48,31.36,29.07,36.07,24.45,28.72,39.8,38.57,39.55,42.2,44.8,100,100,100,100,100,100,100,100,100,100,64.59,34.39,41.7,63.5,34.79,16.69,63.47,35.4,4.74,15.81,61.53,60.08,38.42,72.3,33.88,12.68,41.14,0.01,35.51,13.48
EVT-0001999,2024-06-27 13:25:06,CZ,EU-CENTRAL,Prague,CZ-101,49.71659,15.25158,AG-5909,JUNIOR,SECRET,T-022,OP-2024-001999,MIRAGE-607,ESPIONAGE,Education,10,CRITICAL,SIGINT,FININT,68,84,85,92,74,414704,4817,214,N,N,N,N,IN_REVIEW,P1,Y,2,N,aurora-1.0,source reliability downgraded,81.61,85.7,75.21,92.87,100,96.15,87.94,75.45,83.27,88.58,38.84,41.38,43.31,41.5,40.87,40.16,52.63,46.04,47.06,46.56,51.96,37.49,43.07,45.72,45.87,48.99,52.95,44.6,46.92,48.75,100,100,100,100,100,100,100,100,100,100,72.38,76.59,66.6,6.24,5.42,62.92,87.29,47.93,48.08,31.91,46.24,32.65,22.27,54.81,47.99,85.77,23.65,35.56,47.29,69.63
EVT-0002000,2024-07-26 17:12:31,CZ,EU-CENTRAL,Prague,CZ-872,49.39804,13.55027,AG-9223,JUNIOR,TOP_SECRET,T-007,OP-2024-002000,SPECTRUM-401,MONEY_LAUNDERING,Energy,10,CRITICAL,HUMINT,SIGINT,70,67,73,64,63,310421,3579,131,N,Y,Y,N,CONFIRMED,P1,Y,2,N,aurora-1.2,cross-border activity detected,66.47,73.34,78.14,67.01,63.67,57.89,67.47,65.78,51.88,76.77,32.38,28.61,30.02,27.34,24.08,34.73,32.04,22.28,31.7,30.44,27.31,37.29,43.19,30.11,34.04,44.62,40.61,26.23,26.95,27.07,100,100,100,100,100,100,100,100,100,100,36.18,12.39,51.37,41.08,24.83,48.67,38.71,0,37.73,18.72,44.7,75.08,19.15,57.18,14.25,11.21,13.85,36.11,44.67,50.66
EVT-0002015,2024-03-21 23:39:14,CZ,EU-CENTRAL,Prague,CZ-668,49.87499,12.69333,AG-5346,HQ,CONFIDENTIAL,T-011,OP-2024-002015,DEEPBLUE-848,RANSOMWARE,Government,8,MEDIUM,SIGINT,OSINT,63,47,58,44,39,256180,2744,84,Y,N,N,N,CLOSED,P3,N,0,N,aurora-1.0,source reliability downgraded,35.94,48.64,51.76,42.99,46.82,46.14,39.58,43.48,27.36,58.77,19.2,27.3,24.45,25.67,24.99,30.6,22.07,34.27,23.64,32.3,14.58,27.24,31.27,29.51,30.49,23.68,13.55,22.13,40.18,31.66,100,100,96.39,100,100,94.54,100,78.65,89.49,100,0,0,10.92,0,0,35.42,46.47,12.4,31.63,4.29,40.94,34.59,25.22,46.06,15.58,48.08,46.05,25.08,71.37,25.03
EVT-0002036,2024-05-10 00:50:30,CZ,EU-CENTRAL,Prague,CZ-326,49.83611,13.78219,AG-5985,SENIOR,SECRET,T-026,OP-2024-002036,MIRAGE-442,ESPIONAGE,Finance,4,MEDIUM,CYBINT,SIGINT,58,53,58,53,47,273002,3008,96,Y,Y,N,N,IN_REVIEW,P3,N,0,N,aurora-2.0,possible duplicate event,49.86,65.82,63.21,54.59,69.83,63.49,40.68,59.64,43.92,53.8,30.68,26.33,28.15,23.0,22.7,37.57,27.71,23.52,34.17,17.88,32.58,30.69,46.21,34.31,33.0,34.66,31.83,23.22,28.31,37.41,73.84,75.08,86.72,78.8,87.7,58.64,70.28,75.25,68.92,84.06,63.01,21.69,31.67,29.39,27.58,16.49,3.3,5.33,0,15.04,23.36,40.32,54.71,29.28,39.12,23.76,27.93,16.2,32.99,65.27
EVT-0002038,2024-05-09 09:43:33,CZ,EU-CENTRAL,Prague,CZ-486,49.68704,12.69968,AG-4341,JUNIOR,CONFIDENTIAL,T-006,OP-2024-002038,DEEPBLUE-085,MONEY_LAUNDERING,Telecom,6,MEDIUM,SIGINT,HUMINT,57,52,68,49,39,240084,2182,117,N,N,N,N,IN_REVIEW,P3,N,0,N,aurora-1.2,source reliability downgraded,32.21,49.04,41.35,33.23,60.23,50.45,63.31,52.28,48.62,56.5,24.88,19.52,21.8,22.97,27.98,19.26,31.72,20.37,15.52,34.04,22.26,17.56,21.68,17.03,19.03,34.56,11.11,23.21,19.75,30.24,90.7,80.48,97.51,92.75,71.89,94.65,83.92,86.01,82.48,96.27,0,17.25,50.84,13.48,3.67,0,6.47,41.0,33.27,50.88,10.44,19.1,0,27.89,50.32,8.54,38.19,17.03,12.98,28.82
EVT-0002054,2024-05-08 11:56:41,CZ,EU-CENTRAL,Prague,CZ-106,50.63454,15.87075,AG-8103,HQ,CONFIDENTIAL,T-002,OP-2024-002054,DEEPBLUE-172,MONEY_LAUNDERING,Government,9,CRITICAL,OSINT,HUMINT,64,60,57,61,62,314109,2541,130,Y,Y,N,N,NEW,P1,Y,1,N,aurora-1.0,cross-border activity detected,51.39,55.27,64.36,72.94,63.43,58.95,58.35,64.6,54.21,67.54,27.06,38.44,30.86,35.61,42.01,37.2,33.27,36.29,27.79,32.57,24.59,27.93,17.73,20.33,29.51,27.42,24.84,24.37,20.04,18.37,100,100,100,100,100,100,100,100,100,100,52.7,37.92,40.24,14.5,44.71,13.88,19.3,56.26,26.29,26.19,12.37,36.29,72.14,69.51,17.09,8.96,24.2,28.98,8.48,38.33
EVT-0002061,2024-08-01 20:26:15,CZ,EU-CENTRAL,Prague,CZ-214,49.27661,14.63167,AG-5483,SENIOR,SECRET,T-021,OP-2024-002061,AURORA-397,MONEY_LAUNDERING,Government,7,HIGH,CYBINT,HUMINT,69,75,86,76,62,382782,4666,163,N,N,N,Y,CONFIRMED,P2,Y,3,N,aurora-1.1,anomaly detected,64.46,77.64,74.07,71.24,71.74,76.81,64.05,77.19,73.76,70.29,41.95,37.92,26.03,39.89,41.66,32.49,33.7,35.1,38.95,35.79,56.1,48.29,46.8,36.31,48.16,47.73,47.44,46.57,51.76,40.66,100,100,100,100,100,100,100,100,100,100,47.18,66.2,58.98,9.25,78.3,14.31,14.57,75.28,31.74,0,38.83,61.18,26.94,78.06,29.07,28.13,33.62,52.76,48.27,0
EVT-0002063,2024-03-13 16:06:28,CZ,EU-CENTRAL,Prague,CZ-950,50.63589,14.09693,AG-9707,JUNIOR,CONFIDENTIAL,T-013,OP-2024-002063,DEEPBLUE-217,INSIDER_TRADING,Energy,6,MEDIUM,HUMINT,CYBINT,51,43,35,53,38,200690,2582,74,N,N,N,N,NEW,P3,N,1,N,aurora-2.0,source reliability downgraded,39.82,43.67,39.33,36.58,30.63,47.19,62.32,52.32,44.86,49.44,19.77,25.78,18.57,21.51,26.98,9.29,13.98,20.79,17.91,14.67,28.37,28.61,25.45,20.77,31.17,33.96,24.54,24.94,30.69,21.33,74.02,73.44,97.99,85.62,100,89.23,85.05,100,100,100,36.3,0,5.01,15.95,0,36.7,42.67,17.1,58.94,17.45,44.23,23.12,0,13.15,6.92,7.81,32.31,7.81,30.17,40.42
EVT-0002073,2024-05-07 01:08:16,CZ,EU-CENTRAL,Prague,CZ-210,49.7754,13.49717,AG-2858,JUNIOR,SECRET,T-025,OP-2024-002073,SPECTRUM-674,RANSOMWARE,Healthcare,1,MEDIUM,OSINT,CYBINT,42,43,51,38,43,205190,2137,84,N,N,Y,N,IN_REVIEW,P3,N,1,N,aurora-1.2,possible duplicate event,38.86,44.68,45.38,49.98,51.54,51.64,28.4,47.18,54.73,66.23,21.44,22.56,29.02,15.99,19.1,16.23,21.44,18.01,19.35,19.9,28.24,18.92,31.25,23.08,21.27,17.08,22.89,23.64,26.97,18.91,45.62,48.77,55.47,55.33,54.32,48.04,45.89,61.16,63.61,52.88,32.02,0,33.1,32.49,7.72,51.84,2.89,23.73,18.94,3.04,0,8.21,56.75,19.4,12.08,29.55,71.14,36.86,26.33,28.25
EVT-0002100,2024-10-27 17:13:24,CZ,EU-CENTRAL,Prague,CZ-863,49.8719,14.85141,AG-1337,ANALYST,SECRET,T-023,OP-2024-002100,MIRAGE-645,CYBER_INTRUSION,Government,1,LOW,OSINT,HUMINT,41,39,43,31,44,208678,1768,115,Y,Y,N,Y,IN_REVIEW,P3,N,0,N,aurora-1.2,pattern matches known cluster,29.26,29.72,43.87,21.94,45.8,41.59,46.66,22.56,37.92,37.0,22.87,22.37,20.66,30.0,17.03,17.26,28.17,25.04,18.35,24.29,10.9,12.34,20.01,23.6,20.13,14.59,13.28,20.29,17.24,12.15,47.22,32.95,57.0,67.08,66.87,49.78,49.35,59.83,46.83,55.42,0,22.1,15.37,18.1,52.86,1.61,0,19.37,6.02,0.84,0.79,38.82,50.18,69.71,35.19,2.41,52.64,13.35,0,30.41
EVT-0002108,2024-11-30 07:54:50,CZ,EU-CENTRAL,Prague,CZ-241,51.16885,13.66544,AG-3342,SENIOR,CONFIDENTIAL,T-024,OP-2024-002108,PHOENIX-448,INSIDER_TRADING,Telecom,1,HIGH,CYBINT,FININT,80,79,70,79,86,384087,3613,132,Y,N,Y,N,NEW,P2,N,0,N,aurora-1.1,anomaly detected,69.93,71.47,87.43,76.55,98.22,87.11,90.5,85.52,70.9,92.01,40.8,39.81,45.11,36.44,39.21,29.6,35.36,34.4,40.42,40.39,33.62,30.81,30.31,32.41,47.61,33.71,41.62,37.38,38.18,43.56,95.91,100,100,92.51,92.38,97.52,83.59,87.49,100,95.19,41.0,38.87,35.23,53.01,44.97,4.14,16.68,66.56,70.67,0,40.98,53.95,50.63,39.29,59.26,49.64,28.82,48.49,26.8,34.73
EVT-0002110,2024-01-24 02:31:25,CZ,EU-CENTRAL,Prague,CZ-639,50.35566,14.83385,AG-7186,HQ,TOP_SECRET,T-003,OP-2024-002110,NIGHTFALL-686,INSIDER_TRADING,Finance,7,MEDIUM,CYBINT,HUMINT,87,50,49,54,45,241570,2235,72,Y,N,N,Y,NEW,P3,N,0,N,aurora-1.0,possible duplicate event,67.97,36.26,51.7,41.08,41.57,68.72,34.16,59.62,55.17,33.77,21.85,25.2,12.43,25.38,15.0,33.32,18.77,27.56,23.91,25.26,21.34,24.21,16.41,21.51,26.12,22.23,20.82,29.7,17.77,27.55,84.7,96.47,93.33,100,90.16,90.28,78.72,100,100,100,22.28,18.65,12.29,30.32,0.64,0,33.25,26.59,23.93,21.72,38.8,50.52,4.46,48.46,0,14.92,0,4.66,11.31,25.14
EVT-0002122,2024-04-08 18:00:23,CZ,EU-CENTRAL,Prague,CZ-676,50.02909,14.5246,AG-6744,FIELD,TOP_SECRET,T-028,OP-2024-002122,DEEPBLUE-976,CYBER_INTRUSION,Finance,6,MEDIUM,HUMINT,CYBINT,42,64,75,72,43,325187,3392,134,Y,N,N,N,CLOSED,P2,Y,3,N,aurora-1.1,source reliability downgraded,59.82,63.61,58.04,57.31,55.98,70.56,50.95,62.76,51.9,61.93,30.41,29.65,30.05,32.45,37.15,38.76,34.3,32.71,18.24,35.82,30.86,30.09,31.98,29.98,35.89,27.05,30.47,32.95,34.26,29.72,74.73,81.21,93.11,81.37,91.53,88.41,90.59,93.22,84.2,87.55,35.07,23.23,45.31,46.59,46.08,35.76,48.6,32.67,3.99,24.24,44.42,73.35,31.74,35.07,54.15,43.88,0,11.27,23.65,25.6
EVT-0002123,2024-06-28 14:41:21,CZ,EU-CENTRAL,Prague,CZ-685,49.45402,12.90181,AG-7688,HQ,TOP_SECRET,T-014,OP-2024-002123,PHOENIX-095,RANSOMWARE,Telecom,7,HIGH,SIGINT,OSINT,61,79,78,86,70,390696,3891,157,Y,N,N,Y,IN_REVIEW,P2,Y,1,N,aurora-2.0,source reliability downgraded,95.01,67.75,62.4,91.58,76.48,81.3,75.65,81.15,100,79.3,42.23,44.15,34.66,42.62,42.59,48.3,33.71,42.84,37.92,42.21,47.06,30.73,39.79,39.13,37.33,36.14,41.47,43.54,45.82,41.55,100,100,100,100,100,100,100,100,100,100,69.1,48.45,29.81,32.88,36.07,33.36,54.73,13.73,18.0,60.04,35.75,31.85,57.98,53.94,48.41,62.86,21.48,35.15,27.04,17.36
EVT-0002126,2024-01-20 02:23:31,CZ,EU-CENTRAL,Prague,CZ-773,51.22948,16.04454,AG-4430,HQ,SECRET,T-021,OP-2024-002126,SPECTRUM-034,INSIDER_TRADING,Logistics,4,MEDIUM,FININT,OSINT,67,53,53,60,44,232754,2705,97,N,Y,N,Y,DISMISSED,P3,N,1,N,aurora-1.0,pattern matches known cluster,58.41,67.76,60.08,63.54,46.65,62.33,43.14,59.39,62.17,47.85,24.18,31.78,24.48,24.3,27.33,26.8,20.37,24.99,25.58,21.7,36.22,32.41,32.15,31.28,33.33,35.22,29.17,19.46,23.71,27.62,73.38,59.73,77.41,44.56,67.6,66.7,63.06,87.05,84.2,64.73,15.59,27.74,39.92,15.84,15.97,20.4,27.77,58.78,31.88,28.95,23.34,55.88,5.31,32.36,46.1,29.89,8.13,40.36,41.29,1.24
EVT-0002162,2024-08-19 13:19:33,CZ,EU-CENTRAL,Prague,CZ-102,50.7774,16.03818,AG-9405,SENIOR,TOP_SECRET,T-031,OP-2024-002162,PHOENIX-852,MONEY_LAUNDERING,Logistics,4,CRITICAL,OSINT,FININT,73,83,85,85,80,417986,4469,184,Y,N,N,N,CONFIRMED,P1,Y,1,N,aurora-1.0,possible duplicate event,86.86,57.78,90.42,82.71,87.51,87.22,98.29,83.4,69.6,83.51,38.06,44.41,37.11,46.14,37.4,46.33,42.1,33.25,46.66,41.43,42.79,42.78,40.19,43.53,50.72,51.4,40.53,43.66,44.42,44.94,100,100,100,100,100,100,100,100,100,100,47.19,19.02,62.34,41.87,57.71,45.25,51.1,39.43,12.87,32.32,35.69,57.36,39.2,58.44,92.94,12.83,31.34,31.23,41.64,51.71
EVT-0002163,2024-04-11 08:51:29,CZ,EU-CENTRAL,Prague,CZ-580,50.56402,14.62214,AG-5841,ANALYST,TOP_SECRET,T-027,OP-2024-002163,MIRAGE-461,MONEY_LAUNDERING,Education,9,CRITICAL,CYBINT,FININT,92,67,67,70,61,308711,3500,122,Y,N,N,Y,NEW,P1,N,1,N,aurora-1.0,cross-border activity detected,69.21,65.01,66.26,72.19,69.59,64.34,72.62,51.43,58.81,37.97,28.87,27.31,21.12,22.74,33.51,26.75,35.21,42.07,39.57,30.41,32.5,40.38,35.92,33.73,36.22,43.68,45.37,25.71,30.25,30.63,100,100,100,100,100,100,100,100,100,100,34.6,57.19,47.7,24.79,57.0,14.06,8.03,5.59,42.91,67.78,38.49,31.27,38.82,57.13,41.52,53.08,52.9,38.67,0,18.63
EVT-0002169,2024-08-03 09:47:28,CZ,EU-CENTRAL,Prague,CZ-164,49.9928,13.24775,AG-3291,ANALYST,CONFIDENTIAL,T-021,OP-2024-002169,DEEPBLUE-110,MONEY_LAUNDERING,Energy,5,MEDIUM,CYBINT,OSINT,57,65,75,62,57,311263,2363,166,Y,N,N,N,NEW,P2,Y,3,N,aurora-1.1,manual verification pending,70.47,55.37,74.31,72.08,65.84,65.67,82.68,58.91,60.98,65.18,17.52,25.22,28.78,27.07,35.88,30.39,28.55,30.62,39.67,27.61,33.57,22.67,24.03,23.08,20.52,23.15,28.49,16.18,24.07,22.48,79.08,75.49,92.05,77.07,72.14,100,81.47,88.12,90.35,87.05,10.67,30.72,0,17.96,19.49,55.85,12.06,32.0,20.65,20.7,64.26,28.74,34.11,17.21,44.13,84.73,36.48,55.29,42.53,30.1
EVT-0002170,2024-08-27 19:20:56,CZ,EU-CENTRAL,Prague,CZ-443,49.95168,13.69383,AG-1168,JUNIOR,SECRET,T-016,OP-2024-002170,DEEPBLUE-162,MONEY_LAUNDERING,Logistics,7,MEDIUM,SIGINT,CYBINT,45,44,50,43,41,235024,2374,71,Y,Y,N,N,NEW,P3,N,0,N,aurora-2.0,anomaly detected,49.36,36.54,48.87,35.31,28.6,54.51,53.17,56.4,51.23,38.39,34.67,17.37,23.63,30.38,20.7,27.07,32.95,19.43,26.75,22.28,21.92,18.01,15.33,21.4,22.24,31.37,8.57,23.2,27.47,27.52,88.85,100,100,100,98.39,90.5,93.93,100,100,88.46,41.53,12.86,12.25,24.66,0,15.05,25.43,24.94,0,8.91,17.62,49.76,20.38,42.61,19.33,11.13,35.06,23.93,0,28.44
EVT-0002187,2024-12-05 08:45:31,CZ,EU-CENTRAL,Prague,CZ-423,49.64675,13.58525,AG-1662,ANALYST,SECRET,T-031,OP-2024-002187,NIGHTFALL-393,RANSOMWARE,Government,5,MEDIUM,CYBINT,HUMINT,45,54,54,50,58,269782,2812,99,N,N,N,N,NEW,P3,N,1,N,aurora-1.2,source reliability downgraded,50.06,63.87,60.52,61.58,49.9,55.73,42.37,42.1,53.52,52.7,28.25,21.85,26.34,34.16,24.49,31.55,22.28,24.19,20.25,25.54,29.49,29.54,34.77,29.05,33.23,40.61,28.04,26.45,28.06,30.69,76.99,84.11,63.52,73.38,75.71,76.84,90.12,82.83,86.81,72.0,15.33,29.43,19.91,15.08,48.83,23.46,22.8,26.3,39.23,0,35.26,7.2,48.23,4.76,85.53,33.03,27.96,22.0,50.03,26.41
EVT-0002199,2024-12-16 09:55:29,CZ,EU-CENTRAL,Prague,CZ-863,49.24674,15.94561,AG-5161,FIELD,CONFIDENTIAL,T-010,OP-2024-002199,DEEPBLUE-235,ESPIONAGE,Telecom,5,MEDIUM,FININT,OSINT,68,65,77,59,62,336661,3127,112,N,Y,Y,N,CONFIRMED,P2,Y,0,N,aurora-1.2,manual verification pending,71.29,52.45,72.92,62.45,71.92,65.01,63.36,69.82,43.3,67.25,29.93,36.18,40.99,33.17,39.08,48.73,36.23,21.65,33.88,32.94,40.14,35.58,35.98,34.93,23.67,32.76,34.9,31.32,42.11,24.89,83.1,90.68,99.4,89.99,79.48,86.57,76.72,60.79,88.86,80.71,28.73,39.88,18.22,61.3,42.91,25.99,30.13,3.0,42.72,17.42,59.19,41.39,0,42.96,61.72,33.25,40.51,0,0,0
EVT-0002212,2024-02-07 23:48:27,CZ,EU-CENTRAL,Prague,CZ-516,50.5738,15.12098,AG-6782,HQ,CONFIDENTIAL,T-021,OP-2024-002212,PHOENIX-188,CYBER_INTRUSION,Energy,2,HIGH,HUMINT,FININT,65,67,72,77,50,311934,3543,148,Y,Y,N,Y,CONFIRMED,P2,Y,1,N,aurora-1.0,anomaly detected,66.95,75.52,68.96,67.91,66.42,66.47,65.06,81.4,56.79,68.4,31.06,29.04,28.99,17.55,26.83,26.82,30.78,27.29,28.05,30.18,30.71,38.92,34.88,38.79,37.45,35.58,38.63,40.31,30.03,39.03,100,80.02,100,100,82.42,96.92,74.1,82.56,94.25,98.22,35.99,31.75,33.29,32.48,31.28,56.19,32.17,45.16,10.35,27.67,54.48,48.75,51.38,31.91,0,49.0,40.27,85.25,65.44,3.2
EVT-0002219,2024-11-02 12:12:14,CZ,EU-CENTRAL,Prague,CZ-867,50.72048,13.84801,AG-6087,FIELD,SECRET,T-034,OP-2024-002219,AURORA-949,ESPIONAGE,Finance,4,LOW,CYBINT,OSINT,46,37,38,49,21,187746,2136,90,N,N,N,N,DISMISSED,P3,N,1,Y,aurora-1.1,source reliability downgraded,28.96,39.43,22.51,38.67,34.71,35.53,31.13,46.11,23.68,43.1,16.78,7.66,15.53,17.29,17.84,17.32,21.8,23.21,21.17,18.77,21.06,23.14,17.23,21.8,26.1,21.4,25.29,18.46,21.43,21.28,91.92,65.75,70.7,60.37,78.9,72.95,63.9,97.58,73.67,63.67,62.6,32.8,0,28.31,0.3,33.96,26.26,0,17.37,59.83,0,31.05,0,41.82,13.93,9.03,0,32.46,4.71,38.34
EVT-0002223,2024-03-31 10:25:11,CZ,EU-CENTRAL,Prague,CZ-512,50.1924,15.76437,AG-8737,FIELD,CONFIDENTIAL,T-004,OP-2024-002223,PHOENIX-493,MONEY_LAUNDERING,Finance,6,CRITICAL,OSINT,CYBINT,86,84,78,99,71,408606,4000,160,Y,N,Y,N,IN_REVIEW,P1,N,0,N,aurora-1.1,cross-border activity detected,76.21,73.54,63.85,61.16,96.53,86.57,97.33,79.78,96.79,91.42,41.56,43.68,35.67,41.72,34.87,34.78,31.49,42.18,32.12,37.91,45.4,46.85,32.38,34.34,38.53,51.34,44.08,36.33,40.52,45.16,100,100,100,100,100,100,100,100,100,100,32.76,8.09,19.76,58.03,47.06,8.9,57.31,62.24,69.21,62.86,57.19,56.37,57.8,17.3,23.1,30.07,23.89,62.59,28.66,39.69
